Date,AA,BAC,BHI,CVX,DD,DOW,DPS,GS,HAL,HES,HON,HUN,JPM,KO,MMM,MPC,PEP,SLB,WFC,XOM,VV
17-Feb-12,10.15,8.02,50.06,106.66,51.48,35,39.55,115.91,36.29,65.15,60.1,13.79,38.47,34.52,87.56,43.44,62.68,77.74,31.09,85.62,62.54
16-Feb-12,10.28,8.09,48.5,106.52,50.53,34.44,40,114.74,35.64,64.88,59.47,13.99,38,34.43,87.65,44.09,62.73,78.06,30.37,85.41,62.44
15-Feb-12,10.1,7.78,47.42,105,49.46,33.66,39.9,113.17,35.23,64.13,59,12.99,37.4,34.2,87.01,43.7,63.07,77.36,30.17,84.12,61.69
14-Feb-12,10.21,7.98,48,106.49,49.66,33.6,39.11,112.87,35.7,61.9,59.84,13.21,37.92,34.45,87.99,44.02,63.52,77.8,30.42,84.67,61.98
13-Feb-12,10.33,8.25,47.9,106.38,50.6,34.19,38.64,114.53,36.14,62.26,60.14,13.45,38.3,34.22,88.03,43.48,63.69,78.03,30.62,84.42,62.03
10-Feb-12,10.29,8.07,47.62,105.28,51.15,34,38.51,114.12,36.06,61.82,59.33,13.38,37.61,33.97,87.14,44.08,63.95,77.17,30.26,83.8,61.56
9-Feb-12,10.64,8.18,49.04,106.37,52.06,34.42,38.13,115.88,36.77,63.25,59.89,13.4,37.86,33.98,88.02,44.84,64.27,78.64,30.58,84.88,62.08
8-Feb-12,10.67,8.13,49.91,106.76,51.65,33.95,38.18,116.15,37.02,60.46,59.87,13.59,38.3,34.16,87.97,44.95,66.74,78.41,30.63,85.32,61.96
7-Feb-12,10.67,7.85,51.03,106.83,51.61,33.86,38.46,115.98,37,61.18,60.16,13.51,37.87,34.28,87.89,43.92,66.76,79.5,30.26,86.34,61.78
6-Feb-12,10.74,7.97,52.09,106.67,51.78,33.98,38.33,117.39,37.4,61.12,60.31,13.67,38.14,34.02,87.56,44.42,66.52,79.64,30.2,85.75,61.65
3-Feb-12,10.76,7.84,51,105.5,52.01,34.18,38.65,117.53,36.83,60.38,60.74,13.85,38.28,34.04,87.73,43.98,66.66,78.66,30.63,84.92,61.69
2-Feb-12,10.42,7.45,50.65,103.69,51.4,33.54,39.08,113.39,36.54,57.81,59.03,13.39,37.55,33.92,87.43,42.56,66.4,77.31,29.9,83.53,61.69
1-Feb-12,10.2,7.36,49.58,102.79,51.56,33.94,39.05,113.45,36.64,56.73,58.94,13.41,37.6,33.92,87.35,41.88,66.38,76.12,29.89,83.97,60.7
31-Jan-12,10.16,7.13,49.13,103.12,50.89,33.51,38.82,111.47,36.78,56.3,58.04,12.73,37.3,33.76,86.71,38.22,65.67,75.17,29.21,83.74,60.09
30-Jan-12,10.32,7.07,49.42,103.41,50.97,33.19,38.37,109.73,36.67,55.15,58.18,12.55,37.01,33.73,87.34,37.48,65.41,76.27,29.25,85.49,60.08
27-Jan-12,10.43,7.29,49.31,103.96,50.72,33.46,38.71,111.77,37.1,55.26,58.27,12.69,37.21,33.72,87.46,37.53,65.81,76.66,29.6,85.83,60.33
26-Jan-12,10.36,7.3,48.1,106.59,50.94,33.41,39.08,108.56,36.16,54.99,57.83,11.83,37.49,34,87.58,37.51,66.52,75.98,29.05,86.77,60.34
25-Jan-12,10.48,7.35,48.16,107.73,50.59,33.74,38.76,108.27,36.41,57.31,58.1,12.09,37.6,34.22,86.48,38.76,66.7,76.19,30.2,87.22,60.68
24-Jan-12,10.27,7.29,47.44,106.72,49.41,33.38,37.8,108.87,36.36,60.32,57.63,11.99,37.66,33.95,85.93,39.04,66.2,74.59,30.54,87.18,60.12
23-Jan-12,10.25,7.25,47.73,107.01,49.35,33.1,38.09,108.19,35.44,61.65,57.62,11.9,37.66,34.26,85.61,37.87,66.1,74.16,30.92,87.47,60.18
20-Jan-12,10.17,7.07,49.28,106.89,49.42,33.39,37.67,108.74,36.2,61.27,57.38,11.47,37.36,34.04,85.65,37.17,66.28,73.8,30.54,87.49,60.11
19-Jan-12,10.18,6.96,48.77,106.93,49.4,32.98,37.33,107.68,36.25,61.19,58.5,11.33,36.93,33.72,85.8,35.85,65.91,72.86,30.15,87.03,60.04
18-Jan-12,10.02,6.8,48.56,106.83,49.45,33.15,37.72,104.31,34.99,59.67,58.19,11.21,36.54,33.8,85.07,35.46,64.85,70.63,30.24,86.45,59.77
17-Jan-12,9.76,6.48,47.7,106.72,48.54,32.64,37.63,97.68,33.86,57.39,57.16,10.85,34.91,33.68,84.23,33.54,64.65,67.64,29.82,85.69,59.1
13-Jan-12,9.8,6.61,48.02,106.09,48.4,32.02,37.82,98.96,33.94,56.55,56.7,11.21,35.92,33.5,83.6,33.03,64.4,67.99,29.61,84.88,58.95
12-Jan-12,9.93,6.79,48.29,104.97,48.1,32.56,37.96,101.21,34.73,57.01,57.19,11.03,36.85,33.78,84.28,32.64,64.62,69.7,29.61,84.74,59.2
11-Jan-12,9.63,6.87,50.21,107.77,47.3,31.43,38.15,99.76,35.38,57.94,56.46,10.59,36.66,34.03,83.77,32.89,65.01,70.16,29.62,85.08,59.06
10-Jan-12,9.44,6.63,51.95,109.06,47.14,30.98,38.62,98.33,36.33,58.56,56.58,10.2,36.05,34.67,84.3,31.83,65.66,70.75,29.41,85.72,58.99
9-Jan-12,9.42,6.27,51.58,109.49,46.43,30.31,38.52,94.69,35.38,56.9,55.64,9.84,35.3,34.46,83.87,30.96,65.73,68.82,29.3,85.5,58.45
6-Jan-12,9.16,6.18,51.26,108.31,46.04,30.32,38.52,93.42,34.98,56.42,55.18,9.9,35.36,34.46,83.37,31.66,65.39,67.78,28.94,85.12,58.32
5-Jan-12,9.36,6.31,50.82,109.1,46.7,30.14,38.79,94.58,34.56,57.6,55.59,9.82,35.68,34.68,83.8,31.92,66.22,68.07,29.02,85.76,58.44
4-Jan-12,9.45,5.81,51.53,110.18,47.02,29.95,38.55,94.74,35.12,59,55.53,9.87,34.95,34.85,84.18,33.76,66.74,69.56,28.56,86.02,58.25
3-Jan-12,9.23,5.8,51.02,110.37,46.51,29.79,38.34,95.36,34.15,58.4,55.58,9.95,34.98,35.07,83.49,33.41,66.4,70.09,28.43,86,58.18
